time_s,Fp1,Fp2,F3,F4,C3,C4,O1,O2
2.6523,9.344,1.349,3.233,-5.415,-10.311,13.515,15.368,8.59
2.6562,8.534,2.294,-1.313,-12.872,-6.253,13.458,14.518,6.212
2.6602,9.786,-1.302,-0.984,-7.644,-9.378,14.873,11.659,2.89
2.6641,10.027,-4.594,-1.805,-2.793,-10.476,14.412,5.646,-1.693
2.668,5.677,0.35,0.505,-6.145,-14.064,14.331,2.789,-0.678
2.6719,5.994,-1.941,0.915,-4.644,-8.795,10.596,1.846,-1.823
2.6758,7.635,-0.661,-0.646,-3.47,-5.694,8.184,-0.502,1.027
2.6797,5.715,-3.473,-3.012,-3.406,-6.983,13.583,0.528,-3.177
2.6836,6.107,0.087,-0.178,-0.027,-4.4,8.16,-1.778,-1.996
2.6875,-2.866,-5.526,-0.269,-2.014,-5.392,13.11,-8.065,-7.853
2.6914,-2.097,-4.456,-2.624,-1.037,-9.62,13.09,-6.945,-7.078
2.6953,-2.944,-3.619,2.908,-6.251,-4.983,8.469,-10.308,-14.649
2.6992,-5.947,-6.956,3.93,-9.154,-7.189,10.916,-7.476,-6.857
2.7031,-2.809,-6.251,6.954,-9.577,-6.151,8.19,-6.087,-11.129
2.707,-2.414,-6.455,1.739,-11.75,-5.28,10.915,-4.482,-15.844
2.7109,-0.646,-12.954,3.488,-8.054,-4.553,5.157,-8.269,-11.184
2.7148,2.989,-12.171,5.663,-9.604,-8.393,-1.318,-6.382,-10.909
2.7188,2.355,-18.122,11.964,-10.883,-0.631,0.489,-13.224,-9.184
2.7227,3.591,-11.687,14.947,-10.05,0.938,2.235,-7.139,-6.262
2.7266,8.086,-11.196,14.848,-14.966,10.897,-0.577,-9.171,-3.862
2.7305,11.654,-11.2,17.342,-12.305,13.784,-2.172,-8.258,-1.534
2.7344,7.595,-5.914,14.856,-15.55,13.891,0.263,-11.82,-0.863
2.7383,7.034,-6.281,21.859,-13.186,12.361,2.171,-8.426,3.032
2.7422,9.55,-2.735,19.248,-17.846,11.356,0.859,-4.679,3.003
2.7461,8.302,0.065,20.413,-17.785,12.878,7.854,-7.221,-0.479
2.75,10.78,-0.804,16.048,-20.198,18.886,4.092,-3.183,0.067
2.7539,9.951,1.696,15.509,-19.134,13.779,10.029,-2.836,-1.782
2.7578,11.295,6.119,14.279,-18.746,9.702,11.793,-0.127,0.598
2.7617,7.508,0.507,14.043,-19.542,15.262,9.764,-2.697,0.201
2.7656,9.729,4.606,15.112,-11.372,15.382,10.027,-6.772,-1.735
2.7695,10.369,7.402,17.109,-11.302,15.783,12.328,-6.625,-1.146
2.7734,9.845,13.636,14.973,-7.719,15.216,10.58,-4.625,-1.214
2.7773,10.138,12.934,13.815,-5.939,15.865,11.745,-7.192,-3.512
2.7812,14.398,10.925,12.868,-6.394,12.712,8.814,-8.62,0.803
2.7852,10.952,15.292,9.582,-4.041,6.367,13.943,-4.373,-3.462
2.7891,7.963,12.306,7.342,1.135,7.993,13.078,-7.19,-2.277
2.793,8.846,17.144,8.401,0.148,7.008,12.043,-7.939,-7.573
2.7969,11.331,13.163,6.888,2.724,4.104,13.001,-7.893,-6.495
2.8008,5.119,17.46,3.766,0.662,3.07,12.151,-5.103,-9.024
2.8047,7.171,12.626,-2.611,4.129,0.444,12.45,-3.067,-11.21
2.8086,8.427,9.045,-2.48,4.956,-0.919,12.882,-7.963,-13.418
2.8125,13.332,8.949,-0.929,6.928,3.807,10.802,-3.1,-13.909
2.8164,11.764,9.371,2.637,7.106,4.06,13.542,-5.234,-11.762
2.8203,14.318,8.103,2.507,8.661,1.917,8.582,-6.74,-12.024
2.8242,12.231,10.58,5.509,10.13,4.95,3.379,-6.24,-12.007
2.8281,13.093,8.344,5.728,7.101,4.643,9.005,-8.596,-7.389
2.832,15.471,10.672,5.105,8.012,9.027,4.126,-8.938,-7.952
2.8359,12.582,10.73,4.999,6.737,11.315,4.899,-3.308,-6.705
2.8398,11.012,10.929,0.581,5.907,4.417,6.184,-5.711,-11.803
2.8438,7.411,11.719,3.243,7.187,8.439,0.208,-11.954,-9.512
2.8477,6.82,13.853,-0.308,3.839,9.103,4.17,-7.99,-11.524
2.8516,5.164,14.275,-4.61,-0.053,9.562,4.637,-4.326,-10.369
2.8555,4.516,15.712,-4.081,0.003,11.669,7.17,-6.369,-10.809
2.8594,2.189,11.542,-2.049,-0.69,11.729,7.352,-4.332,-13.292
2.8633,-4.94,10.304,-3.637,2.013,6.53,4.838,-7.057,-14.197
2.8672,-7.659,14.144,0.4,4.207,8.533,2.205,-14.723,-10.833
2.8711,-1.705,9.059,-2.537,5.794,8.578,2.14,-14.65,-14.646
2.875,-1.618,8.755,1.986,5.791,8.743,-1.032,-16.619,-11.315
2.8789,-6.99,8.343,-3.139,2.574,11.493,-2.496,-19.14,-12.111
2.8828,-10.712,3.84,-3.913,7.675,11.982,-3.191,-19.779,-14.338
2.8867,-9.454,4.33,-6.382,6.368,9.775,-1.221,-19.085,-13.461
2.8906,-10.053,4.243,-1.063,4.579,6.158,-6.333,-19.01,-11.218
2.8945,-9.41,6.767,-4.02,8.222,6.173,-9.22,-16.341,-11.273
2.8984,-11.885,4.646,-4.781,7.077,6.004,-12.71,-12.622,-11.387
2.9023,-13.021,3.609,-1.869,3.883,5.14,-11.8,-10.639,-8.371
2.9062,-13.458,3.044,-2.647,5.185,6.976,-10.041,-7.323,-7.918
2.9102,-11.065,0.363,-2.004,6.646,6.467,-10.43,-7.518,-8.454
2.9141,-10.568,-2.76,-3.019,9.264,7.348,-13.45,-4.906,-4.055
2.918,-9.857,-3.515,0.059,8.503,4.573,-14.015,-5.733,-2.821
2.9219,-0.763,1.11,1.929,4.092,7.112,-17.429,-5.019,-1.342
2.9258,1.579,1.428,4.394,10.179,13.561,-18.322,1.77,4.377
2.9297,2.029,-2.481,5.864,8.054,11.42,-14.361,-4.289,6.93
2.9336,-1.828,1.188,3.207,5.095,11.686,-11.575,-1.39,7.62
2.9375,1.017,3.994,6.238,4.136,10.077,-15.394,4.497,8.933
2.9414,-0.127,7.82,3.663,6.591,11.246,-11.535,4.439,11.55
2.9453,-0.639,10.683,0.064,3.749,10.182,-14.079,3.845,10.865
2.9492,1.286,11.043,-0.363,3.817,9.083,-10.569,7.0,8.395
2.9531,0.141,11.808,-1.887,4.627,5.491,-5.696,9.631,8.395
2.957,-0.238,9.912,-4.267,3.563,1.468,0.305,14.596,5.37
2.9609,-1.476,7.541,-7.721,5.115,4.364,-2.345,14.946,10.909
2.9648,-2.837,8.164,-10.745,10.855,-0.107,-2.638,14.205,8.323
2.9688,-7.084,9.16,-11.571,11.066,-4.049,-1.758,5.814,6.804
2.9727,-2.813,9.431,-10.829,13.767,-0.716,-2.236,4.852,0.567
2.9766,-3.895,5.393,-10.227,11.969,-5.033,-3.645,4.003,5.53
2.9805,-6.3,7.287,-14.553,15.621,-2.422,2.433,8.948,5.176
2.9844,-2.562,6.935,-15.884,19.132,-4.686,-1.959,6.392,5.654
2.9883,-5.11,5.394,-17.327,19.883,-12.391,-1.836,4.649,1.113
2.9922,-7.928,4.942,-18.404,16.857,-11.867,-3.876,4.27,-1.037
2.9961,-11.141,5.519,-18.727,14.776,-13.02,-2.887,4.066,-1.208
3.0,-9.167,0.326,-19.31,15.58,-10.208,-1.374,3.354,-4.663
3.0039,-11.952,-4.142,-17.256,15.794,-17.663,-0.427,8.302,-4.04
3.0078,-11.931,-5.528,-21.246,15.564,-14.203,-5.911,7.826,-2.069
3.0117,-14.83,-6.706,-19.121,14.176,-17.645,-4.099,5.494,0.524
3.0156,-11.452,-7.01,-18.121,15.653,-19.706,-8.101,7.929,-0.047
3.0195,-10.726,-9.856,-11.82,16.783,-15.512,-10.138,4.93,1.799
3.0234,-11.543,-14.973,-8.011,12.022,-12.249,-14.172,6.015,2.163
3.0273,-7.647,-13.243,-5.84,6.016,-11.363,-15.012,5.772,7.953
3.0312,-7.628,-13.03,-7.411,7.689,-6.591,-12.668,8.303,3.898
3.0352,-5.079,-13.39,-5.215,9.529,-4.452,-12.48,6.97,12.541
3.0391,-8.552,-11.891,-5.0,0.572,-5.633,-11.273,4.404,12.676
3.043,-11.515,-13.345,-2.33,0.096,-6.754,-13.762,6.747,8.74
3.0469,-11.435,-10.146,-2.459,-3.943,-5.09,-13.283,7.573,9.419
3.0508,-11.848,-9.26,-3.715,-6.238,-3.916,-15.994,9.302,8.351
3.0547,-12.592,-9.419,-4.598,-7.494,-3.204,-12.094,11.548,8.962
3.0586,-15.035,-14.052,-4.298,-5.457,-1.919,-8.252,8.298,8.731
3.0625,-13.799,-13.912,-4.91,-6.561,-4.304,-9.581,9.541,9.854
3.0664,-14.84,-18.367,-3.113,-3.288,-7.746,-6.619,2.699,10.977
3.0703,-14.682,-13.263,2.35,-5.778,-5.194,-11.72,4.14,11.22
3.0742,-9.527,-12.227,5.078,-6.241,-2.403,-10.138,2.969,15.667
3.0781,-8.634,-12.935,-2.825,-6.561,0.303,-9.231,6.302,13.417
3.082,-12.951,-10.603,-3.155,-7.977,0.166,-4.83,3.126,11.007
3.0859,-10.403,-10.766,-2.331,-2.787,-0.531,-7.788,4.471,16.73
3.0898,-8.826,-14.222,-0.007,1.142,-5.822,-5.451,-0.368,9.469
3.0938,-8.374,-8.031,2.397,-2.668,-6.082,-5.637,3.147,9.244
3.0977,-6.981,-9.659,1.433,-3.378,-11.358,-3.188,4.072,10.198
3.1016,-6.916,-7.394,-0.4,-6.327,-8.192,-1.567,13.473,10.755
3.1055,-6.735,-12.527,-0.493,-5.605,-12.096,-1.645,9.783,7.708
3.1094,-5.49,-11.593,-2.64,-1.742,-11.233,-4.197,12.776,9.555
3.1133,-0.658,-12.995,-0.093,1.877,-5.819,-1.695,13.164,8.214
3.1172,2.196,-11.337,2.726,1.667,-10.894,-2.294,9.452,12.739
3.1211,7.57,-10.415,1.643,0.126,-11.569,-2.249,11.617,14.939
3.125,10.719,-9.861,3.538,-2.119,-6.807,-3.698,14.191,11.915
3.1289,10.681,-11.418,3.795,-2.323,-6.983,1.707,14.539,18.04
3.1328,9.25,-10.28,7.503,-4.443,-7.423,1.444,10.318,18.475
3.1367,10.637,-6.876,6.603,-6.114,-1.886,1.311,13.588,14.265
3.1406,10.938,-3.365,7.466,-6.476,-4.792,3.742,16.194,9.431
3.1445,9.761,-2.071,2.031,-5.972,-6.648,10.338,15.084,8.888
3.1484,9.11,2.038,1.114,-8.681,-8.121,10.369,16.723,8.03
3.1523,10.721,0.419,3.017,-12.201,-8.103,14.159,12.825,11.035
3.1562,8.484,-1.935,-6.044,-9.027,-5.161,12.54,17.016,6.389
3.1602,6.948,-1.769,0.92,-8.088,-8.848,14.436,12.468,2.726
3.1641,7.653,-1.332,-4.914,-8.052,-16.519,14.083,12.445,2.726
3.168,5.79,-0.933,1.315,-5.316,-5.348,14.574,5.485,-2.206
3.1719,7.332,2.556,-1.546,-4.86,-8.576,12.75,-1.913,0.234
3.1758,7.554,-2.683,2.217,-5.367,-6.698,11.692,1.414,-3.152
3.1797,3.927,-2.326,6.063,-1.921,-4.337,11.94,-3.184,-3.276
3.1836,3.24,-2.349,-5.017,-6.964,-5.817,10.799,-5.16,-2.151
3.1875,4.513,-3.82,1.531,-6.882,-6.164,11.043,-9.598,-1.768
3.1914,-2.768,-4.782,-2.46,-3.686,-9.185,12.2,-5.337,-3.643
3.1953,-5.612,-6.932,2.746,-5.339,-10.633,5.771,-10.396,-12.253
3.1992,-5.03,-5.794,1.586,-6.865,-6.72,9.01,-5.692,-12.241
3.2031,-0.824,-9.059,2.157,-10.204,-3.387,10.999,-8.561,-9.816
3.207,-0.522,-13.132,0.698,-11.268,-6.774,7.351,-8.822,-7.917
3.2109,-0.479,-13.565,6.126,-9.036,-6.147,5.012,-4.644,-14.077
3.2148,3.192,-15.056,4.985,-9.715,-0.69,5.261,-8.557,-8.983
3.2188,-2.501,-11.455,14.03,-6.437,-1.175,-1.319,-9.605,-8.847
3.2227,6.445,-10.407,13.724,-11.696,2.845,-1.226,-12.294,-9.38
3.2266,11.323,-12.378,13.665,-12.785,6.898,-3.727,-10.036,-5.211
3.2305,7.3,-10.084,20.882,-8.896,10.482,-4.881,-7.393,-1.037
3.2344,8.788,-11.793,18.679,-14.983,9.039,-0.698,-10.344,1.572
3.2383,7.35,-6.617,23.821,-14.392,11.76,-2.298,-8.727,3.405
3.2422,6.644,-1.582,23.233,-15.768,13.833,1.007,-8.231,1.31
3.2461,8.093,2.469,18.886,-17.586,14.64,4.831,-6.235,1.926
3.25,12.34,1.604,18.732,-19.978,17.317,8.836,-1.65,0.155
3.2539,13.653,6.063,16.916,-20.234,18.842,8.211,-3.505,-0.939
3.2578,9.219,1.166,17.891,-18.765,17.438,12.308,-3.633,0.089
3.2617,13.388,2.232,14.941,-17.367,15.031,11.961,2.413,1.132
3.2656,9.825,7.558,14.505,-12.738,12.083,10.11,-5.774,0.769
3.2695,14.298,11.543,13.831,-7.069,11.218,6.442,-7.119,-2.234
3.2734,12.09,11.135,13.407,-6.876,13.175,13.543,-8.544,-3.69
3.2773,13.527,11.316,14.5,-6.711,14.633,8.971,-8.741,-0.732
3.2812,13.757,7.649,9.983,-3.136,14.25,14.851,-8.231,-0.627
3.2852,18.011,8.638,7.652,-3.95,11.766,13.705,-7.043,-0.581
3.2891,11.71,14.045,6.286,-0.697,7.695,10.552,-8.701,-6.985
3.293,7.624,14.41,5.275,2.65,7.339,12.795,-7.418,-9.75
3.2969,11.013,13.669,1.937,3.825,6.897,16.545,-6.44,-8.925
3.3008,8.956,15.445,0.968,-0.523,5.192,16.04,-6.147,-12.19
3.3047,9.185,13.668,3.295,1.115,2.309,12.608,-3.84,-12.564
3.3086,12.09,12.991,-1.21,8.472,-0.583,11.942,-1.379,-9.463
3.3125,10.472,9.657,1.029,6.545,-1.584,11.931,-6.113,-15.248
3.3164,11.756,11.273,-3.88,11.501,-1.051,8.85,0.084,-8.716
3.3203,12.811,9.108,3.686,8.61,2.436,9.158,-6.765,-13.535
3.3242,15.184,9.242,2.913,8.236,5.426,6.795,-6.551,-9.096
3.3281,16.182,11.638,2.134,6.599,3.776,1.548,-7.908,-9.273
3.332,10.702,7.475,3.069,8.835,6.733,5.909,-7.693,-7.487
3.3359,13.799,15.474,1.596,9.36,8.282,4.481,-3.853,-8.909
3.3398,7.951,11.801,-1.593,3.588,5.676,4.463,-2.095,-8.138
3.3438,4.902,13.364,4.122,3.035,8.379,4.646,-8.263,-12.206
3.3477,6.147,14.6,1.393,3.266,7.41,7.041,-6.142,-13.672
3.3516,5.016,16.929,-1.94,-0.471,7.059,7.739,-5.646,-9.137
3.3555,1.574,13.173,-5.438,-1.413,8.49,5.26,-3.809,-12.705
3.3594,2.237,6.453,-7.639,2.733,8.442,6.495,-2.385,-14.474
3.3633,-4.384,11.159,-4.11,4.566,5.3,4.096,-6.115,-16.847
3.3672,-3.978,7.285,-0.409,2.689,6.701,-0.911,-12.487,-10.668
3.3711,-4.878,8.242,-2.485,4.518,9.345,-0.209,-13.305,-15.169
3.375,-4.086,5.227,-5.675,1.875,8.483,2.055,-14.467,-8.688
3.3789,-4.391,7.987,-3.044,3.001,7.635,-6.003,-16.401,-10.551
3.3828,-9.008,4.555,-4.065,5.969,7.566,-3.535,-19.062,-10.329
3.3867,-8.203,5.418,-2.095,6.609,8.505,-5.005,-19.071,-10.667
3.3906,-11.789,4.687,-2.071,4.619,5.283,-6.103,-15.432,-7.598
3.3945,-16.789,9.322,-8.987,4.118,6.404,-10.116,-14.405,-17.06
3.3984,-16.835,8.958,-2.396,2.02,10.245,-11.742,-15.126,-11.777
3.4023,-12.302,3.425,-6.439,4.266,4.068,-11.689,-11.144,-11.194
3.4062,-12.113,0.997,-7.807,-0.168,5.784,-6.445,-6.43,-9.127
3.4102,-11.295,-2.11,-4.645,3.088,9.895,-12.179,-10.393,-6.605
3.4141,-10.025,-0.225,-1.473,2.746,6.206,-13.338,-7.005,-5.776
3.418,-7.375,-2.833,-3.121,7.885,5.553,-10.508,-1.4,-2.784
3.4219,-2.965,-2.003,3.457,3.142,7.953,-17.761,-3.538,-0.238
3.4258,-4.214,1.837,4.356,6.223,11.311,-15.808,-4.283,0.804
3.4297,-2.587,-0.345,2.851,9.202,15.141,-13.458,0.606,7.534
3.4336,-2.173,1.739,0.735,9.461,10.564,-12.283,4.399,10.262
3.4375,-0.115,0.5,0.33,2.583,8.912,-15.843,-1.361,8.204
3.4414,1.083,7.67,3.921,6.178,6.222,-13.449,5.322,12.459
3.4453,-2.387,12.744,-2.488,2.328,8.045,-9.665,5.974,10.775
3.4492,-6.217,11.918,0.108,0.771,4.046,-3.762,5.825,9.706
3.4531,-4.538,13.562,-5.629,2.913,4.51,-6.042,11.643,9.944
3.457,-3.384,8.092,-8.456,7.152,1.396,-2.952,12.539,8.296
3.4609,-3.866,9.362,-13.511,8.546,2.662,0.052,12.473,9.753
3.4648,-4.335,6.8,-11.09,8.653,-2.837,0.233,10.23,9.392
3.4688,-3.439,8.666,-9.911,13.543,-2.342,-0.47,6.949,6.916
3.4727,-3.603,11.045,-14.654,8.987,-6.772,-4.003,4.677,3.976
3.4766,-0.684,9.368,-12.578,13.15,-3.699,-3.139,5.493,5.369
3.4805,-5.093,5.256,-15.242,14.478,-7.65,-1.109,8.089,6.578
3.4844,-7.65,4.192,-18.08,17.858,-8.493,1.097,6.024,5.964
3.4883,-7.61,3.194,-15.72,18.265,-6.125,-2.54,4.35,1.86
3.4922,-13.718,6.419,-22.153,18.151,-11.166,-3.117,1.731,-1.707
3.4961,-10.872,8.671,-17.71,16.763,-14.842,-5.819,3.431,0.722
3.5,-11.663,5.209,-16.342,15.594,-9.04,-0.117,7.07,-5.26
3.5039,-12.271,-4.678,-17.812,15.752,-18.009,-3.446,8.285,-4.774
3.5078,-9.16,-1.99,-19.987,15.052,-14.737,-2.231,7.244,-5.11
3.5117,-13.888,-6.361,-19.83,14.632,-20.745,-6.241,2.671,-4.04
3.5156,-8.125,-13.476,-17.662,15.861,-17.711,-9.03,5.431,0.83
3.5195,-11.297,-12.027,-13.859,15.43,-17.967,-15.088,4.816,2.21
3.5234,-11.492,-9.846,-9.656,10.5,-11.74,-18.29,3.746,1.889
3.5273,-7.405,-11.678,-10.703,9.163,-9.133,-12.134,5.195,5.956
3.5312,-9.621,-16.162,-6.303,9.606,-7.831,-14.384,8.153,7.359
3.5352,-10.177,-12.524,-2.097,3.235,-4.183,-13.977,6.455,6.113
3.5391,-9.546,-17.245,-4.817,6.756,-7.244,-16.903,8.151,12.808
3.543,-10.426,-11.957,-6.075,-2.641,-5.016,-15.965,3.086,10.576
3.5469,-13.177,-8.0,-5.776,-4.181,-3.152,-10.945,6.253,8.463
3.5508,-9.961,-10.063,-2.278,-8.33,-6.873,-7.594,4.401,6.715
3.5547,-9.872,-12.069,-4.993,-3.506,-5.135,-10.114,8.623,8.932
3.5586,-9.997,-10.662,-3.449,-8.743,-4.031,-6.121,7.439,8.568
3.5625,-12.438,-11.272,-5.388,-7.733,-3.587,-6.999,10.768,10.148
3.5664,-10.621,-10.339,-0.967,-6.584,-2.098,-8.489,6.968,10.485
3.5703,-15.943,-10.271,-1.382,-5.352,-4.501,-5.396,6.409,9.698
3.5742,-11.186,-9.016,-1.808,-6.198,-3.368,-10.041,2.659,8.785
3.5781,-11.151,-9.43,-1.219,-5.489,-3.69,-5.826,1.367,17.48
3.582,-9.139,-10.403,-3.03,-11.401,-1.77,-6.476,1.336,14.46
3.5859,-11.301,-10.475,3.562,-3.224,-4.675,-6.606,3.786,14.354
3.5898,-11.15,-10.178,0.007,-2.93,-6.632,-3.612,6.776,11.066
3.5938,-6.728,-10.886,1.895,-1.508,-7.797,-5.448,4.676,7.238
3.5977,-9.372,-9.713,-0.823,-2.133,-7.346,-5.187,5.015,9.488
3.6016,-6.166,-8.93,-2.848,-5.877,-10.18,-0.509,8.145,9.274
3.6055,-5.509,-9.48,-2.019,-3.484,-11.489,0.921,11.054,12.018
3.6094,-3.171,-8.771,0.946,-5.915,-10.245,1.599,16.682,12.86
3.6133,-1.336,-12.512,-0.646,-0.606,-17.931,-9.007,15.378,12.705
3.6172,2.334,-9.937,1.025,-2.454,-12.709,-1.374,13.151,13.472
3.6211,7.326,-8.506,5.122,-3.854,-12.144,-2.396,12.889,16.179
3.625,11.814,-9.814,6.858,-2.56,-5.216,-2.293,13.981,15.138
3.6289,11.565,-7.156,9.324,0.058,-6.83,0.645,15.356,18.247
3.6328,12.917,-7.812,6.682,-2.574,-6.623,1.938,14.093,17.601
3.6367,8.974,-3.064,7.401,-0.225,-6.189,4.507,13.033,11.783
3.6406,10.328,-2.077,7.682,-5.72,-8.117,4.122,16.217,13.087
3.6445,12.046,-3.236,3.404,-3.976,-8.145,9.478,13.952,9.295
3.6484,11.998,1.11,2.155,-9.401,-7.144,10.598,16.184,9.684
3.6523,10.638,4.273,-0.477,-8.812,-8.326,13.147,18.089,6.369
3.6562,11.265,-0.367,-3.151,-8.519,-9.105,15.61,15.496,7.837
3.6602,9.186,-0.317,0.062,-6.129,-11.481,18.128,13.274,6.702
3.6641,9.431,-0.692,-0.687,-5.205,-12.661,17.489,15.661,4.838
3.668,7.173,-3.656,-0.213,-6.054,-10.068,13.98,5.893,3.623
3.6719,6.132,-0.179,-4.954,-2.458,-8.329,15.078,0.001,-4.147
3.6758,7.679,-4.133,4.231,-0.671,-10.242,13.019,-0.847,-3.595
3.6797,0.345,-3.43,-2.142,-4.942,-4.99,16.501,0.807,4.244
3.6836,4.968,-1.05,3.633,-6.829,-5.22,14.583,-6.996,-0.883
3.6875,-5.659,-3.059,-2.759,-1.912,-5.709,10.151,-8.197,-4.819
3.6914,-3.891,-4.39,-0.468,-4.355,-7.738,14.635,-6.369,-7.975
3.6953,-0.476,-2.941,-2.513,-5.793,-6.9,4.593,-9.897,-10.287
3.6992,-0.351,-4.892,2.724,-6.561,-2.91,9.592,-9.062,-14.915
3.7031,-3.207,-6.887,-0.305,-10.039,-6.853,6.846,-5.552,-12.392
3.707,-2.008,-8.365,0.375,-9.97,-7.57,11.481,-8.4,-10.478
3.7109,2.497,-13.428,1.82,-9.221,-7.759,6.575,-10.221,-11.181
3.7148,-0.205,-12.881,9.436,-5.892,0.379,1.825,-11.188,-10.328
3.7188,7.331,-13.247,12.969,-9.479,3.277,0.116,-8.315,-2.755
3.7227,5.649,-14.78,18.167,-13.519,1.817,-2.608,-9.213,-6.036
3.7266,9.016,-12.411,15.099,-15.071,6.19,-2.259,-10.506,-1.981
3.7305,12.79,-6.427,18.13,-13.568,9.964,-1.799,-10.568,0.584
3.7344,9.809,-7.307,16.235,-16.853,14.635,-1.897,-8.286,2.634
3.7383,6.851,-8.276,19.336,-18.629,10.264,0.769,-5.415,0.434
3.7422,8.214,-5.461,19.752,-15.79,9.439,1.813,-9.062,3.095
3.7461,8.674,0.595,21.411,-17.68,18.528,0.609,-7.693,0.918
3.75,6.755,6.152,20.936,-21.294,15.625,1.811,-6.991,-2.472
3.7539,9.467,3.586,18.656,-20.034,16.072,8.646,-3.64,0.256
3.7578,8.407,6.811,13.153,-18.59,14.003,11.333,-1.576,0.112
3.7617,11.426,5.431,16.063,-15.01,14.134,12.624,1.151,-0.695
3.7656,9.823,7.081,14.064,-12.18,9.353,11.978,-4.472,-0.278
3.7695,10.225,5.53,13.582,-16.338,10.783,13.437,-6.845,-0.669
3.7734,12.064,12.023,12.091,-9.779,13.349,12.284,-6.102,-0.798
3.7773,13.711,10.727,10.771,-6.283,8.92,16.429,-6.795,-0.725
3.7812,14.26,13.766,13.46,-5.668,12.002,18.287,-9.542,-1.412
3.7852,9.654,11.054,9.057,-2.139,9.791,9.115,-4.28,-7.349
3.7891,7.925,14.141,7.765,1.326,7.332,8.109,-9.558,-4.072
3.793,11.248,15.83,5.858,0.916,4.663,12.156,-9.1,-7.437
3.7969,8.251,15.573,9.633,3.867,2.383,13.287,-7.425,-12.407
3.8008,6.846,16.123,5.079,3.273,-0.213,12.817,-5.872,-10.814
3.8047,11.052,12.905,-1.144,1.845,2.662,15.041,-1.542,-10.369
3.8086,11.2,9.804,-1.344,3.713,0.484,12.826,-4.777,-9.629
3.8125,7.349,12.594,-0.808,0.651,-2.62,10.343,-2.323,-11.485
3.8164,11.658,10.914,1.369,7.201,0.436,8.095,-4.584,-12.185
3.8203,14.254,7.57,1.147,5.49,1.332,6.358,-3.775,-10.417
3.8242,15.26,10.609,4.113,8.186,3.465,7.003,-6.279,-11.442
3.8281,16.596,8.024,6.001,7.516,2.291,3.959,-6.185,-8.231
3.832,11.767,7.062,0.08,8.341,9.107,4.414,-3.865,-9.272
3.8359,13.128,11.913,0.331,9.438,5.33,5.98,-5.085,-6.163
3.8398,9.309,7.642,1.688,5.605,7.602,3.991,-8.276,-13.071
3.8438,6.821,14.456,1.404,8.301,5.894,6.382,-4.437,-9.878
3.8477,8.004,13.044,4.904,1.9,7.248,2.805,-5.372,-12.49
3.8516,7.807,12.752,0.692,-2.832,10.811,3.511,-6.235,-10.833
3.8555,6.55,12.408,-1.617,-1.55,9.446,7.369,-6.746,-14.325
3.8594,3.205,10.825,-5.228,-0.032,9.917,7.421,-6.094,-12.942
3.8633,-1.919,6.7,-5.131,3.544,7.657,3.263,-7.835,-13.745
3.8672,-2.459,9.403,-6.539,1.694,7.979,5.139,-15.198,-13.532
3.8711,-2.174,8.254,-1.328,3.497,4.847,3.86,-13.612,-16.16
3.875,-3.751,5.274,-1.927,3.97,9.372,-2.89,-14.418,-11.539
3.8789,-4.687,6.595,-0.922,3.896,10.501,0.396,-21.066,-15.04
3.8828,-5.345,8.621,-4.38,7.343,13.086,-8.251,-16.478,-11.95
3.8867,-9.77,8.571,-4.106,7.828,8.328,-2.74,-16.084,-14.132
3.8906,-13.373,6.69,-2.944,8.886,8.45,-8.394,-16.567,-10.373
3.8945,-13.834,3.091,-1.232,4.887,7.551,-6.239,-15.302,-11.875
3.8984,-11.65,5.975,-6.427,6.556,9.231,-10.815,-15.366,-11.294
3.9023,-12.271,5.034,-2.96,0.628,6.558,-9.069,-13.746,-7.717
3.9062,-10.991,2.321,-5.005,0.991,8.005,-10.727,-12.424,-9.333
3.9102,-9.748,0.207,-6.385,2.683,2.221,-10.641,-4.8,-5.684
3.9141,-10.719,-1.71,-6.464,6.49,2.161,-8.679,-4.706,-5.111
3.918,-6.314,-2.32,-0.112,9.452,1.721,-14.933,-3.099,-3.333
3.9219,-4.103,-2.377,4.944,5.543,9.839,-12.072,-5.587,2.423
3.9258,-4.461,-3.916,6.178,5.206,11.8,-17.265,-0.417,7.595
3.9297,2.641,1.411,3.468,5.491,13.543,-12.602,-2.634,5.908
3.9336,-0.988,2.187,6.394,7.26,10.271,-17.566,0.617,10.497
3.9375,-4.003,4.778,2.203,5.24,9.3,-13.753,3.984,9.927
3.9414,-3.497,3.587,3.775,4.515,8.738,-13.094,6.296,9.385
3.9453,-3.566,10.153,-0.368,1.615,10.726,-7.194,10.077,8.598
3.9492,-1.109,14.585,-3.05,2.014,10.245,-7.25,8.629,7.352
3.9531,-1.678,10.795,-6.654,5.495,7.026,-8.695,9.748,1.11
3.957,-2.392,9.661,-12.385,4.877,3.875,-4.585,10.977,11.305
3.9609,-1.511,9.507,-7.521,5.867,3.185,-2.813,11.146,6.081
3.9648,-2.839,12.751,-12.079,12.555,-2.332,0.862,15.368,5.767
3.9688,-2.884,7.074,-12.741,10.963,-3.918,-0.221,10.506,4.859
3.9727,-2.16,9.907,-14.341,16.315,-3.821,-2.911,9.811,3.549
3.9766,-1.55,7.565,-13.984,17.463,-5.919,-3.172,6.396,5.929
3.9805,-7.957,6.988,-11.893,16.238,-5.594,-0.107,6.367,5.342
